Date;Time;Global_active_power;Global_reactive_power;Voltage;Global_intensity;Sub_metering_1;Sub_metering_2;Sub_metering_3
1/2/2007;18:33:00;2.510;0.204;238.320;10.400;0.000;1.000;18.000
1/2/2007;18:34:00;2.748;0.194;237.020;11.600;0.000;2.000;17.000
1/2/2007;18:35:00;2.784;0.194;237.290;11.600;0.000;1.000;17.000
1/2/2007;18:36:00;2.568;0.160;237.140;10.800;0.000;1.000;18.000
1/2/2007;18:37:00;2.338;0.100;237.780;9.800;0.000;2.000;17.000
1/2/2007;18:38:00;2.444;0.094;237.630;10.200;0.000;1.000;17.000
1/2/2007;18:39:00;2.516;0.100;237.560;10.600;0.000;1.000;18.000
1/2/2007;18:40:00;2.782;0.088;235.630;11.800;0.000;1.000;17.000
1/2/2007;18:41:00;2.594;0.086;236.210;11.000;0.000;1.000;17.000
1/2/2007;18:42:00;2.574;0.090;236.490;10.800;0.000;2.000;17.000
1/2/2007;18:43:00;3.218;0.232;236.620;14.000;0.000;1.000;17.000
1/2/2007;18:44:00;3.414;0.356;235.940;15.000;0.000;1.000;17.000
1/2/2007;18:45:00;2.664;0.214;235.870;11.200;0.000;1.000;17.000
1/2/2007;18:46:00;2.668;0.214;236.120;11.200;0.000;1.000;17.000
1/2/2007;18:47:00;2.606;0.218;236.490;11.000;0.000;2.000;17.000
1/2/2007;18:48:00;2.406;0.220;236.470;10.200;0.000;1.000;18.000
1/2/2007;18:49:00;2.352;0.224;236.510;10.000;0.000;1.000;17.000
1/2/2007;18:50:00;2.710;0.250;236.120;11.400;0.000;1.000;17.000
1/2/2007;18:51:00;3.000;0.252;236.350;12.600;0.000;1.000;17.000
1/2/2007;18:52:00;3.016;0.254;237.020;12.600;0.000;1.000;17.000
1/2/2007;18:53:00;3.006;0.254;237.070;12.600;0.000;2.000;17.000
1/2/2007;18:54:00;2.976;0.230;236.490;12.600;0.000;1.000;18.000
1/2/2007;18:55:00;2.930;0.134;236.440;12.400;0.000;0.000;17.000
1/2/2007;18:56:00;2.938;0.134;236.740;12.400;0.000;0.000;17.000
1/2/2007;18:57:00;2.972;0.172;236.410;12.600;0.000;0.000;17.000
1/2/2007;18:58:00;2.996;0.232;236.350;12.600;0.000;0.000;17.000
1/2/2007;18:59:00;3.008;0.236;236.960;12.600;0.000;0.000;17.000
1/2/2007;19:00:00;3.228;0.282;236.670;13.600;0.000;0.000;18.000
1/2/2007;19:01:00;3.306;0.430;236.580;14.000;0.000;0.000;17.000
1/2/2007;19:02:00;3.196;0.414;236.510;13.600;0.000;0.000;17.000
1/2/2007;19:03:00;3.088;0.272;236.640;13.000;0.000;0.000;17.000
1/2/2007;19:04:00;2.996;0.106;237.040;12.600;0.000;0.000;17.000
1/2/2007;19:05:00;3.066;0.110;237.700;12.800;0.000;0.000;18.000
1/2/2007;19:06:00;2.930;0.110;237.600;12.200;0.000;0.000;17.000
1/2/2007;19:07:00;2.926;0.110;237.500;12.200;0.000;0.000;17.000
1/2/2007;19:08:00;2.942;0.112;238.250;12.200;0.000;0.000;18.000
1/2/2007;19:09:00;2.920;0.108;237.320;12.200;0.000;0.000;17.000
1/2/2007;19:10:00;2.916;0.106;237.040;12.200;0.000;0.000;17.000
1/2/2007;19:11:00;2.914;0.106;236.970;12.200;0.000;0.000;17.000
1/2/2007;19:12:00;2.910;0.106;237.100;12.200;0.000;0.000;18.000
1/2/2007;19:13:00;2.926;0.108;238.030;12.200;0.000;0.000;17.000
1/2/2007;19:14:00;2.866;0.000;237.670;12.000;0.000;0.000;17.000
1/2/2007;19:15:00;2.852;0.000;237.410;12.000;0.000;0.000;18.000
1/2/2007;19:16:00;2.852;0.000;237.580;12.000;0.000;0.000;17.000
1/2/2007;19:17:00;2.824;0.000;236.080;11.800;0.000;0.000;17.000
1/2/2007;19:18:00;2.822;0.000;236.160;11.800;0.000;0.000;17.000
1/2/2007;19:19:00;2.830;0.000;236.280;12.000;0.000;0.000;17.000
1/2/2007;19:20:00;2.854;0.000;236.780;12.000;0.000;0.000;17.000
1/2/2007;19:21:00;2.834;0.000;236.320;12.000;0.000;0.000;17.000
1/2/2007;19:22:00;2.826;0.000;236.020;12.000;0.000;0.000;18.000
1/2/2007;19:23:00;2.828;0.000;236.120;12.000;0.000;0.000;17.000
1/2/2007;19:24:00;2.830;0.000;234.710;12.000;0.000;0.000;17.000
1/2/2007;19:25:00;2.902;0.124;234.490;12.400;0.000;0.000;16.000
1/2/2007;19:26:00;2.922;0.128;235.700;12.400;0.000;0.000;17.000
1/2/2007;19:27:00;2.910;0.128;235.620;12.200;0.000;0.000;17.000
1/2/2007;19:28:00;2.902;0.126;235.120;12.200;0.000;0.000;17.000
1/2/2007;19:29:00;2.898;0.124;234.590;12.200;0.000;0.000;17.000
1/2/2007;19:30:00;2.912;0.126;235.260;12.400;0.000;0.000;17.000
1/2/2007;19:31:00;2.892;0.124;234.570;12.200;0.000;0.000;17.000
1/2/2007;19:32:00;2.882;0.124;234.390;12.200;0.000;0.000;17.000
1/2/2007;19:33:00;2.898;0.128;235.200;12.200;0.000;0.000;17.000
1/2/2007;19:34:00;2.904;0.130;235.450;12.200;0.000;0.000;17.000
1/2/2007;19:35:00;3.040;0.122;233.890;13.000;0.000;0.000;17.000
1/2/2007;19:36:00;3.036;0.120;233.560;13.000;0.000;0.000;17.000
1/2/2007;19:37:00;3.214;0.198;234.260;14.000;0.000;0.000;16.000
1/2/2007;19:38:00;4.480;0.372;233.960;19.400;0.000;0.000;17.000
1/2/2007;19:39:00;4.458;0.346;234.630;19.200;0.000;0.000;17.000
1/2/2007;19:40:00;3.834;0.354;235.640;16.600;0.000;0.000;17.000
1/2/2007;19:41:00;2.672;0.166;237.570;11.200;0.000;0.000;17.000
1/2/2007;19:42:00;2.618;0.100;237.120;11.000;0.000;0.000;18.000
1/2/2007;19:43:00;3.602;0.254;236.550;15.600;0.000;0.000;17.000
1/2/2007;19:44:00;3.042;0.144;236.090;13.200;0.000;0.000;17.000
1/2/2007;19:45:00;2.672;0.176;235.890;11.400;0.000;0.000;17.000
1/2/2007;19:46:00;2.662;0.190;235.630;11.200;0.000;0.000;17.000
1/2/2007;19:47:00;3.020;0.250;234.990;13.200;0.000;0.000;17.000
1/2/2007;19:48:00;3.824;0.354;234.700;16.600;0.000;0.000;17.000
1/2/2007;19:49:00;2.800;0.248;235.990;11.800;0.000;0.000;17.000
1/2/2007;19:50:00;2.662;0.186;235.270;11.200;0.000;0.000;17.000
1/2/2007;19:51:00;2.658;0.186;235.140;11.200;0.000;0.000;17.000
1/2/2007;19:52:00;2.648;0.184;234.820;11.200;0.000;0.000;17.000
1/2/2007;19:53:00;2.658;0.186;235.670;11.200;0.000;0.000;17.000
1/2/2007;19:54:00;2.664;0.188;236.020;11.200;0.000;0.000;17.000
1/2/2007;19:55:00;2.676;0.190;236.550;11.200;0.000;0.000;17.000
1/2/2007;19:56:00;2.670;0.188;236.340;11.200;0.000;0.000;17.000
1/2/2007;19:57:00;2.604;0.164;237.020;11.000;0.000;0.000;17.000
1/2/2007;19:58:00;2.970;0.196;236.070;13.000;0.000;0.000;18.000
1/2/2007;19:59:00;2.828;0.154;236.960;12.200;0.000;0.000;17.000
1/2/2007;20:00:00;2.380;0.086;238.130;10.000;0.000;0.000;17.000
1/2/2007;20:01:00;2.358;0.080;237.530;9.800;0.000;0.000;17.000
1/2/2007;20:02:00;2.362;0.082;237.750;9.800;0.000;0.000;18.000
1/2/2007;20:03:00;2.462;0.196;237.260;10.400;0.000;0.000;17.000
1/2/2007;20:04:00;2.454;0.206;237.050;10.400;0.000;0.000;17.000
1/2/2007;20:05:00;2.454;0.206;237.180;10.400;0.000;0.000;17.000
1/2/2007;20:06:00;2.448;0.206;237.030;10.200;0.000;0.000;18.000
1/2/2007;20:07:00;2.412;0.146;237.340;10.200;0.000;0.000;17.000
1/2/2007;20:08:00;2.398;0.106;237.330;10.000;0.000;0.000;17.000
1/2/2007;20:09:00;2.358;0.102;235.750;10.000;0.000;0.000;17.000
1/2/2007;20:10:00;2.352;0.100;235.500;10.000;0.000;0.000;17.000
1/2/2007;20:11:00;2.424;0.102;235.860;10.200;0.000;0.000;17.000
1/2/2007;20:12:00;2.612;0.098;235.480;11.000;0.000;0.000;17.000
1/2/2007;20:13:00;2.780;0.094;235.470;11.800;0.000;0.000;17.000
1/2/2007;20:14:00;2.784;0.094;235.280;11.800;0.000;0.000;17.000
1/2/2007;20:15:00;2.888;0.094;235.790;12.200;0.000;0.000;17.000
1/2/2007;20:16:00;3.216;0.092;236.180;13.600;0.000;0.000;18.000
1/2/2007;20:17:00;3.094;0.094;236.570;13.000;0.000;0.000;17.000
1/2/2007;20:18:00;2.984;0.094;235.430;12.600;0.000;0.000;17.000
1/2/2007;20:19:00;2.824;0.000;235.550;12.000;0.000;0.000;17.000
1/2/2007;20:20:00;2.740;0.000;235.960;11.600;0.000;0.000;17.000
1/2/2007;20:21:00;2.344;0.000;236.470;9.800;0.000;0.000;17.000
1/2/2007;20:22:00;2.354;0.000;236.600;9.800;0.000;0.000;17.000
1/2/2007;20:23:00;2.430;0.094;235.840;10.200;0.000;0.000;17.000
1/2/2007;20:24:00;2.422;0.118;235.530;10.200;0.000;1.000;17.000
1/2/2007;20:25:00;2.418;0.116;235.330;10.200;0.000;1.000;17.000
1/2/2007;20:26:00;2.412;0.116;235.060;10.200;0.000;2.000;17.000
1/2/2007;20:27:00;2.392;0.112;233.690;10.200;0.000;1.000;17.000
1/2/2007;20:28:00;2.396;0.112;234.080;10.200;0.000;2.000;17.000
1/2/2007;20:29:00;2.360;0.116;234.730;10.000;0.000;1.000;17.000
1/2/2007;20:30:00;2.358;0.118;235.350;10.000;0.000;1.000;17.000
1/2/2007;20:31:00;2.184;0.180;235.570;9.200;0.000;2.000;17.000
1/2/2007;20:32:00;1.964;0.210;236.890;8.200;0.000;1.000;17.000
1/2/2007;20:33:00;1.818;0.206;237.180;7.600;0.000;2.000;17.000
1/2/2007;20:34:00;1.702;0.198;237.380;7.200;0.000;1.000;17.000
1/2/2007;20:35:00;1.702;0.198;237.520;7.200;0.000;1.000;18.000
1/2/2007;20:36:00;1.702;0.200;237.760;7.200;0.000;2.000;17.000
1/2/2007;20:37:00;1.706;0.202;238.380;7.200;0.000;1.000;17.000
1/2/2007;20:38:00;1.696;0.200;237.790;7.200;0.000;1.000;18.000
1/2/2007;20:39:00;1.698;0.200;238.070;7.200;0.000;1.000;17.000
1/2/2007;20:40:00;1.704;0.202;238.660;7.200;0.000;2.000;18.000
1/2/2007;20:41:00;1.698;0.200;238.230;7.000;0.000;1.000;17.000
1/2/2007;20:42:00;1.810;0.322;238.350;7.600;0.000;1.000;17.000
1/2/2007;20:43:00;1.818;0.338;239.530;7.600;0.000;1.000;18.000
1/2/2007;20:44:00;1.824;0.344;240.240;7.600;0.000;2.000;18.000
1/2/2007;20:45:00;1.812;0.338;239.470;7.600;0.000;1.000;17.000
1/2/2007;20:46:00;1.724;0.332;238.390;7.200;0.000;1.000;18.000
1/2/2007;20:47:00;1.624;0.246;238.470;6.800;0.000;1.000;17.000
1/2/2007;20:48:00;1.622;0.238;239.130;6.800;0.000;1.000;18.000
1/2/2007;20:49:00;1.618;0.236;238.870;6.800;0.000;2.000;17.000
1/2/2007;20:50:00;1.604;0.230;237.870;6.800;0.000;1.000;17.000
1/2/2007;20:51:00;1.618;0.236;239.110;6.800;0.000;1.000;18.000
1/2/2007;20:52:00;1.616;0.236;239.030;6.800;0.000;1.000;17.000
1/2/2007;20:53:00;1.612;0.234;238.760;6.800;0.000;1.000;18.000
1/2/2007;20:54:00;1.612;0.236;238.780;6.800;0.000;2.000;17.000
1/2/2007;20:55:00;1.606;0.232;238.350;6.800;0.000;1.000;18.000
1/2/2007;20:56:00;1.572;0.176;238.200;6.600;0.000;0.000;17.000
1/2/2007;20:57:00;1.530;0.112;237.730;6.400;0.000;0.000;18.000
1/2/2007;20:58:00;1.458;0.000;238.000;6.000;0.000;0.000;17.000
1/2/2007;20:59:00;1.444;0.000;238.180;6.000;0.000;0.000;17.000
1/2/2007;21:00:00;1.436;0.000;237.560;6.000;0.000;0.000;18.000
1/2/2007;21:01:00;1.440;0.000;237.310;6.000;0.000;0.000;17.000
1/2/2007;21:02:00;1.448;0.000;237.900;6.000;0.000;0.000;17.000
1/2/2007;21:03:00;1.456;0.000;238.620;6.000;0.000;0.000;18.000
1/2/2007;21:04:00;1.458;0.000;239.440;6.000;0.000;0.000;17.000
1/2/2007;21:05:00;1.448;0.000;238.620;6.000;0.000;0.000;18.000
1/2/2007;21:06:00;1.454;0.000;239.080;6.000;0.000;0.000;17.000
1/2/2007;21:07:00;1.454;0.000;239.040;6.000;0.000;0.000;18.000
1/2/2007;21:08:00;1.454;0.000;239.090;6.000;0.000;0.000;17.000
1/2/2007;21:09:00;1.460;0.000;239.540;6.000;0.000;0.000;18.000
1/2/2007;21:10:00;1.462;0.000;239.880;6.000;0.000;0.000;17.000
1/2/2007;21:11:00;1.460;0.000;239.640;6.000;0.000;0.000;18.000
1/2/2007;21:12:00;1.454;0.000;239.130;6.000;0.000;0.000;18.000
1/2/2007;21:13:00;1.440;0.000;237.880;6.000;0.000;0.000;17.000
1/2/2007;21:14:00;1.446;0.000;238.430;6.000;0.000;0.000;17.000
1/2/2007;21:15:00;1.526;0.070;238.450;6.400;0.000;0.000;18.000
1/2/2007;21:16:00;1.526;0.086;238.350;6.400;0.000;0.000;17.000
1/2/2007;21:17:00;1.536;0.088;239.140;6.400;0.000;0.000;18.000
1/2/2007;21:18:00;1.534;0.088;238.840;6.400;0.000;0.000;17.000
1/2/2007;21:19:00;1.532;0.088;238.830;6.400;0.000;0.000;18.000
1/2/2007;21:20:00;1.512;0.082;237.450;6.400;0.000;0.000;17.000
1/2/2007;21:21:00;1.580;0.148;237.780;6.600;0.000;0.000;17.000
1/2/2007;21:22:00;1.620;0.210;237.550;6.800;0.000;0.000;18.000
1/2/2007;21:23:00;1.624;0.214;238.420;6.800;0.000;0.000;17.000
1/2/2007;21:24:00;1.636;0.220;239.440;6.800;0.000;0.000;18.000
1/2/2007;21:25:00;1.626;0.216;238.840;6.800;0.000;0.000;17.000
1/2/2007;21:26:00;1.620;0.216;238.520;6.800;0.000;0.000;18.000
1/2/2007;21:27:00;1.616;0.214;238.380;6.800;0.000;0.000;17.000
1/2/2007;21:28:00;1.580;0.162;238.500;6.600;0.000;0.000;17.000
1/2/2007;21:29:00;1.666;0.114;238.790;7.000;0.000;0.000;18.000
1/2/2007;21:30:00;1.690;0.118;239.760;7.000;0.000;0.000;17.000
1/2/2007;21:31:00;1.678;0.120;240.020;7.000;0.000;0.000;18.000
1/2/2007;21:32:00;1.578;0.122;239.820;6.600;0.000;0.000;18.000
1/2/2007;21:33:00;1.494;0.122;239.620;6.200;0.000;0.000;17.000
1/2/2007;21:34:00;1.494;0.122;239.670;6.200;0.000;0.000;18.000
1/2/2007;21:35:00;1.490;0.122;239.790;6.200;0.000;0.000;18.000
1/2/2007;21:36:00;1.486;0.122;239.590;6.200;0.000;0.000;17.000
1/2/2007;21:37:00;1.422;0.000;239.590;5.800;0.000;0.000;18.000
1/2/2007;21:38:00;1.392;0.000;239.390;5.800;0.000;0.000;17.000
1/2/2007;21:39:00;1.384;0.000;238.790;5.800;0.000;0.000;18.000
1/2/2007;21:40:00;1.386;0.000;239.000;5.800;0.000;0.000;17.000
1/2/2007;21:41:00;1.384;0.000;238.680;5.800;0.000;0.000;18.000
1/2/2007;21:42:00;1.388;0.000;239.020;5.800;0.000;0.000;17.000
1/2/2007;21:43:00;1.400;0.000;239.460;5.800;0.000;0.000;18.000
1/2/2007;21:44:00;1.396;0.000;239.130;5.800;0.000;0.000;17.000
1/2/2007;21:45:00;1.496;0.000;238.620;6.200;0.000;0.000;18.000
1/2/2007;21:46:00;1.542;0.000;239.130;6.400;0.000;0.000;17.000
1/2/2007;21:47:00;1.460;0.000;239.000;6.000;0.000;0.000;18.000
1/2/2007;21:48:00;1.562;0.000;238.130;6.600;0.000;0.000;17.000
1/2/2007;21:49:00;2.484;0.000;238.040;10.400;0.000;0.000;18.000
1/2/2007;21:50:00;1.870;0.000;239.100;7.800;0.000;0.000;17.000
1/2/2007;21:51:00;1.716;0.000;239.070;7.000;0.000;0.000;18.000
1/2/2007;21:52:00;1.712;0.000;238.790;7.000;0.000;0.000;17.000
1/2/2007;21:53:00;1.710;0.000;238.660;7.000;0.000;0.000;18.000
1/2/2007;21:54:00;1.702;0.000;238.140;7.000;0.000;0.000;17.000
1/2/2007;21:55:00;1.706;0.000;238.400;7.000;0.000;0.000;17.000
1/2/2007;21:56:00;1.712;0.000;238.760;7.000;0.000;0.000;18.000
1/2/2007;21:57:00;1.728;0.000;239.860;7.200;0.000;0.000;17.000
1/2/2007;21:58:00;1.738;0.080;239.580;7.200;0.000;0.000;18.000
1/2/2007;21:59:00;1.542;0.092;239.710;6.400;0.000;0.000;18.000
1/2/2007;22:00:00;1.542;0.092;239.630;6.400;0.000;0.000;17.000
1/2/2007;22:01:00;1.648;0.208;239.360;6.800;0.000;0.000;18.000
1/2/2007;22:02:00;1.658;0.230;240.900;6.800;0.000;0.000;18.000
1/2/2007;22:03:00;1.658;0.234;241.440;6.800;0.000;0.000;17.000
1/2/2007;22:04:00;1.650;0.230;240.990;6.800;0.000;0.000;18.000
1/2/2007;22:05:00;1.638;0.226;240.270;6.800;0.000;0.000;18.000
1/2/2007;22:06:00;1.622;0.220;239.110;6.800;0.000;0.000;17.000
1/2/2007;22:07:00;1.618;0.218;239.070;6.800;0.000;0.000;18.000
1/2/2007;22:08:00;1.622;0.220;239.370;6.800;0.000;0.000;18.000
1/2/2007;22:09:00;1.582;0.224;239.860;6.600;0.000;0.000;17.000
1/2/2007;22:10:00;1.530;0.228;240.690;6.400;0.000;0.000;18.000
1/2/2007;22:11:00;1.496;0.180;241.040;6.200;0.000;0.000;18.000
1/2/2007;22:12:00;1.462;0.126;240.780;6.000;0.000;0.000;17.000
1/2/2007;22:13:00;1.472;0.126;240.490;6.000;0.000;0.000;18.000
1/2/2007;22:14:00;1.504;0.122;239.910;6.200;0.000;0.000;18.000
1/2/2007;22:15:00;1.452;0.124;240.180;6.000;0.000;0.000;17.000
1/2/2007;22:16:00;1.446;0.118;240.000;6.000;0.000;0.000;18.000
1/2/2007;22:17:00;1.356;0.000;239.790;5.600;0.000;0.000;18.000
1/2/2007;22:18:00;1.364;0.000;240.540;5.600;0.000;0.000;17.000
1/2/2007;22:19:00;1.360;0.000;240.270;5.600;0.000;0.000;18.000
1/2/2007;22:20:00;1.362;0.000;240.370;5.600;0.000;0.000;18.000
1/2/2007;22:21:00;1.360;0.000;240.300;5.600;0.000;0.000;18.000
1/2/2007;22:22:00;1.372;0.000;241.350;5.600;0.000;0.000;17.000
1/2/2007;22:23:00;1.392;0.000;243.030;5.600;0.000;0.000;18.000
1/2/2007;22:24:00;1.392;0.000;243.170;5.600;0.000;0.000;19.000
1/2/2007;22:25:00;1.400;0.000;243.820;5.600;0.000;0.000;18.000
1/2/2007;22:26:00;1.404;0.000;244.230;5.600;0.000;0.000;18.000
1/2/2007;22:27:00;1.406;0.000;244.340;5.600;0.000;0.000;18.000
1/2/2007;22:28:00;1.466;0.000;244.430;6.000;0.000;0.000;19.000
1/2/2007;22:29:00;1.452;0.000;244.470;5.800;0.000;0.000;18.000
1/2/2007;22:30:00;1.402;0.000;244.040;5.600;0.000;0.000;18.000
1/2/2007;22:31:00;1.390;0.000;242.970;5.600;0.000;0.000;18.000
1/2/2007;22:32:00;1.396;0.000;243.460;5.600;0.000;0.000;18.000
1/2/2007;22:33:00;1.400;0.000;243.810;5.600;0.000;0.000;19.000
1/2/2007;22:34:00;1.400;0.000;243.750;5.600;0.000;0.000;18.000
1/2/2007;22:35:00;1.396;0.000;243.460;5.600;0.000;0.000;18.000
1/2/2007;22:36:00;1.396;0.000;243.500;5.600;0.000;0.000;18.000
1/2/2007;22:37:00;1.398;0.000;243.600;5.600;0.000;0.000;18.000
1/2/2007;22:38:00;1.422;0.000;243.710;5.800;0.000;0.000;18.000
1/2/2007;22:39:00;1.480;0.126;243.390;6.000;0.000;1.000;19.000
1/2/2007;22:40:00;1.494;0.136;243.090;6.200;0.000;1.000;18.000
1/2/2007;22:41:00;1.608;0.276;242.890;6.600;0.000;1.000;18.000
1/2/2007;22:42:00;1.662;0.370;243.240;7.000;0.000;2.000;18.000
1/2/2007;22:43:00;1.666;0.374;243.830;7.000;0.000;1.000;18.000
1/2/2007;22:44:00;1.668;0.376;244.090;7.000;0.000;2.000;18.000
1/2/2007;22:45:00;1.700;0.374;244.130;7.000;0.000;1.000;19.000
1/2/2007;22:46:00;1.660;0.374;243.880;6.800;0.000;2.000;18.000
1/2/2007;22:47:00;1.656;0.372;243.650;6.800;0.000;1.000;18.000
1/2/2007;22:48:00;1.628;0.366;243.260;6.800;0.000;1.000;18.000
1/2/2007;22:49:00;1.566;0.350;243.490;6.600;0.000;2.000;18.000
1/2/2007;22:50:00;1.558;0.348;243.030;6.400;0.000;1.000;18.000
1/2/2007;22:51:00;1.558;0.348;243.260;6.400;0.000;2.000;18.000
1/2/2007;22:52:00;1.554;0.348;243.060;6.400;0.000;1.000;18.000
1/2/2007;22:53:00;1.552;0.346;243.000;6.400;0.000;1.000;19.000
1/2/2007;22:54:00;1.528;0.312;243.150;6.400;0.000;2.000;18.000
1/2/2007;22:55:00;1.484;0.244;243.350;6.200;0.000;1.000;18.000
1/2/2007;22:56:00;1.458;0.204;243.500;6.000;0.000;1.000;18.000
1/2/2007;22:57:00;1.398;0.108;244.090;5.600;0.000;1.000;18.000
1/2/2007;22:58:00;1.400;0.110;244.420;5.600;0.000;2.000;18.000
1/2/2007;22:59:00;1.396;0.108;243.970;5.600;0.000;1.000;19.000
1/2/2007;23:00:00;1.392;0.108;243.760;5.600;0.000;1.000;18.000
1/2/2007;23:01:00;1.396;0.112;244.140;5.600;0.000;1.000;18.000
1/2/2007;23:02:00;1.382;0.106;242.930;5.600;0.000;2.000;18.000
1/2/2007;23:03:00;1.382;0.106;242.880;5.600;0.000;1.000;18.000
1/2/2007;23:04:00;1.384;0.106;243.050;5.600;0.000;1.000;18.000
1/2/2007;23:05:00;1.386;0.106;243.400;5.600;0.000;1.000;18.000
1/2/2007;23:06:00;1.392;0.110;243.920;5.600;0.000;1.000;19.000
1/2/2007;23:07:00;1.400;0.114;244.740;5.600;0.000;2.000;18.000
1/2/2007;23:08:00;1.406;0.116;245.230;5.600;0.000;1.000;18.000
1/2/2007;23:09:00;1.412;0.118;245.730;5.600;0.000;1.000;19.000
1/2/2007;23:10:00;1.376;0.060;245.360;5.600;0.000;1.000;18.000
1/2/2007;23:11:00;1.338;0.000;245.510;5.400;0.000;0.000;19.000
1/2/2007;23:12:00;1.336;0.000;245.290;5.400;0.000;0.000;18.000
1/2/2007;23:13:00;1.332;0.000;244.990;5.400;0.000;0.000;18.000
1/2/2007;23:14:00;1.328;0.000;244.540;5.400;0.000;0.000;19.000
1/2/2007;23:15:00;1.326;0.000;244.340;5.400;0.000;0.000;18.000
1/2/2007;23:16:00;1.324;0.000;244.170;5.400;0.000;0.000;18.000
1/2/2007;23:17:00;1.328;0.000;244.470;5.400;0.000;0.000;19.000
1/2/2007;23:18:00;1.328;0.000;244.510;5.400;0.000;0.000;18.000
1/2/2007;23:19:00;1.310;0.000;242.960;5.400;0.000;0.000;18.000
1/2/2007;23:20:00;1.312;0.000;243.080;5.400;0.000;0.000;18.000
1/2/2007;23:21:00;1.420;0.108;242.370;5.800;0.000;0.000;18.000
1/2/2007;23:22:00;1.408;0.112;241.930;5.800;0.000;0.000;18.000
1/2/2007;23:23:00;1.408;0.114;242.290;5.800;0.000;0.000;18.000
1/2/2007;23:24:00;1.404;0.112;242.070;5.800;0.000;0.000;18.000
1/2/2007;23:25:00;1.454;0.164;241.610;6.000;0.000;0.000;18.000
1/2/2007;23:26:00;1.470;0.212;241.470;6.000;0.000;0.000;18.000
1/2/2007;23:27:00;1.470;0.212;241.440;6.000;0.000;0.000;17.000
1/2/2007;23:28:00;1.472;0.214;241.770;6.000;0.000;0.000;18.000
1/2/2007;23:29:00;1.468;0.214;241.550;6.000;0.000;0.000;18.000
1/2/2007;23:30:00;1.472;0.218;242.250;6.000;0.000;0.000;18.000
1/2/2007;23:31:00;1.464;0.214;241.550;6.000;0.000;0.000;18.000
1/2/2007;23:32:00;1.460;0.214;241.510;6.000;0.000;0.000;18.000
1/2/2007;23:33:00;1.456;0.212;241.190;6.000;0.000;0.000;18.000
1/2/2007;23:34:00;1.456;0.214;241.380;6.000;0.000;0.000;18.000
1/2/2007;23:35:00;1.456;0.214;241.420;6.000;0.000;0.000;17.000
1/2/2007;23:36:00;1.410;0.152;241.130;5.800;0.000;0.000;18.000
1/2/2007;23:37:00;1.344;0.000;241.960;5.400;0.000;0.000;18.000
1/2/2007;23:38:00;1.304;0.000;242.200;5.400;0.000;0.000;18.000
1/2/2007;23:39:00;1.310;0.000;242.870;5.400;0.000;0.000;18.000
1/2/2007;23:40:00;1.316;0.000;243.350;5.400;0.000;0.000;18.000
1/2/2007;23:41:00;1.310;0.000;242.870;5.400;0.000;0.000;18.000
1/2/2007;23:42:00;1.312;0.000;243.030;5.400;0.000;0.000;18.000
1/2/2007;23:43:00;1.314;0.000;243.190;5.400;0.000;0.000;19.000
1/2/2007;23:44:00;1.350;0.000;243.250;5.400;0.000;0.000;18.000
1/2/2007;23:45:00;1.494;0.000;242.580;6.000;0.000;0.000;18.000
1/2/2007;23:46:00;1.388;0.000;242.460;5.600;0.000;0.000;18.000
1/2/2007;23:47:00;1.442;0.000;242.350;5.800;0.000;0.000;18.000
1/2/2007;23:48:00;1.480;0.000;242.330;6.000;0.000;0.000;18.000
1/2/2007;23:49:00;1.422;0.000;242.580;5.800;0.000;0.000;18.000
1/2/2007;23:50:00;1.314;0.000;242.810;5.400;0.000;0.000;18.000
1/2/2007;23:51:00;1.318;0.000;243.270;5.400;0.000;0.000;18.000
1/2/2007;23:52:00;1.328;0.000;244.070;5.400;0.000;0.000;18.000
1/2/2007;23:53:00;1.326;0.000;243.920;5.400;0.000;0.000;18.000
1/2/2007;23:54:00;1.326;0.000;243.970;5.400;0.000;0.000;18.000
1/2/2007;23:55:00;1.318;0.000;243.200;5.400;0.000;0.000;18.000
1/2/2007;23:56:00;1.316;0.000;243.040;5.400;0.000;0.000;19.000
1/2/2007;23:57:00;1.316;0.000;243.070;5.400;0.000;0.000;18.000
1/2/2007;23:58:00;1.320;0.000;243.260;5.400;0.000;0.000;18.000
1/2/2007;23:59:00;1.320;0.000;243.280;5.400;0.000;0.000;18.000
2/2/2007;00:00:00;1.314;0.000;242.770;5.400;0.000;0.000;18.000
2/2/2007;00:01:00;1.410;0.088;242.540;5.800;0.000;0.000;18.000
2/2/2007;00:02:00;1.416;0.114;242.220;5.800;0.000;0.000;18.000
2/2/2007;00:03:00;1.412;0.114;242.160;5.800;0.000;0.000;18.000
2/2/2007;00:04:00;1.410;0.114;242.060;5.800;0.000;0.000;18.000
2/2/2007;00:05:00;1.400;0.110;241.390;5.800;0.000;0.000;18.000
2/2/2007;00:06:00;1.412;0.116;242.540;5.800;0.000;0.000;18.000
2/2/2007;00:07:00;1.418;0.120;243.340;5.800;0.000;0.000;18.000
2/2/2007;00:08:00;1.418;0.120;243.400;5.800;0.000;0.000;18.000
2/2/2007;00:09:00;1.480;0.186;243.170;6.000;0.000;0.000;18.000
2/2/2007;00:10:00;1.484;0.222;242.710;6.200;0.000;0.000;18.000
2/2/2007;00:11:00;1.484;0.222;242.740;6.200;0.000;0.000;18.000
